Supplementary Table S6: gene expression profile (FPKM) of mouse across 17 tissues																																																																						
gene_id	gene_short_name	gene_type	mAg_F_815	mAg_F_831	mAg_M_783	mAg_M_799	mBr_F_812	mBr_F_828	mBr_F_848	mBr_F_850	mBr_M_780	mBr_M_796	mBr_M_844	mBr_M_846	mFs_F_823	mFs_F_839	mFs_M_791	mFs_M_807	mHe_F_818	mHe_F_834	mHe_M_786	mHe_M_802	mKi_F_814	mKi_F_830	mKi_M_782	mKi_M_798	mLi_F_813	mLi_F_829	mLi_F_849	mLi_F_851	mLi_M_781	mLi_M_797	mLi_M_845	mLi_M_847	mLin_F_825	mLin_F_841	mLin_M_793	mLin_M_809	mLu_F_817	mLu_F_833	mLu_M_785	mLu_M_801	mMu_F_826	mMu_F_842	mMu_M_794	mMu_M_810	mOv_F_820	mOv_F_836	mSin_F_824	mSin_F_840	mSin_M_792	mSin_M_808	mSp_F_816	mSp_F_832	mSp_M_784	mSp_M_800	mSt_F_822	mSt_F_838	mSt_M_790	mSt_M_806	mTe_M_788	mTe_M_804	mTh_F_819	mTh_F_835	mTh_M_787	mTh_M_803	mUt_F_827	mUt_F_843	mVg_M_795	mVg_M_811
ENSMUSG00000000223	Drp2	protein_coding	0.277	0.2013	0.202	0.2045	11.8646	13.3217	13.321	15.4858	12.3123	13.8869	14.7381	14.3441	0.5019	0.7868	0.4225	0.5058	0.0824	0.1101	0.1757	0.1753	0.0193	0	0.0194	0.0601	0	0	0.0377	0.0314	0.0821	0.0302	0.0382	0.0338	0.4016	0.3018	0.2597	0.4966	0.0765	0.247	0.1923	0.0146	3.7732	1.9809	2.0352	2.1695	2.0432	1.1373	0.1852	0.25	0.1558	0.079	0.1803	0.0429	0.1323	0.199	0.419	0.2769	0.3365	0.1928	3.492	3.0002	0.48	0.5706	0.3875	0.3511	2.7102	3.4315	0.134	0.1356
ENSMUSG00000000244	Tspan32	protein_coding	1.622	1.2656	0.8656	2.7912	0.1152	0	0.2266	0	0.5097	0.4641	0.3515	0.4496	0.6901	0.705	0.823	0.8272	0.6326	0.7939	0.7714	1.77	0.1256	0.3041	0.0885	1.1094	0.6519	0.4401	0.322	0	0	0.2226	0.1166	0.4211	1.7351	1.1145	1.0925	0.6199	9.8013	6.0282	8.6246	7.5446	0.974	0.3102	1.6583	1.0401	1.4383	1.02	0.8956	1.0255	0.9281	1.2419	72.0815	66.0657	69.7504	60.9892	0.5973	0.1613	0.6266	0.4171	0.374	0.1495	30.6008	27.6926	43.0674	31.9688	1.1637	0.8784	0.3671	0.0889
ENSMUSG00000000247	Lhx2	protein_coding	0	0.1632	0	0.0554	19.8263	21.8539	22.3079	23.9521	22.2388	19.218	17.226	19.7606	0.063	0	0	0	0	0	0	0.0335	0	0	0	0	0.4653	0.8297	0.3253	0.9352	0.644	0.4536	0.448	1.4869	0	0.2803	0.0447	0	0	0	0.0467	0	0	0	0	0.1281	0	0.2715	0	0.0639	0	0	0.0572	0.254	0.1019	0.0515	0	0	0	0	1.7864	1.447	0.2363	0.2483	0.1256	0.4877	0	0	0	0.243
ENSMUSG00000000248	Clec2g	protein_coding	0.5086	0.1963	0.6392	0	0	0	0	0	0.2262	0	0.235	0	10.2533	4.5396	6.2228	9.2795	0	0	0	0	0	0	0	0	0	0	0	0.0707	0	0	0	0	0	0	0	0	1.8387	0.1401	0	0.501	0	0	0	0	0	0	0.1304	0.0768	0	0.6387	6.7358	7.5273	4.2796	1.5588	0.7276	0.1847	0	1.1917	0	0	0.214	0.2867	0.6764	0.3088	0	0.0906	0	0
ENSMUSG00000000253	Gmpr	protein_coding	5.0693	4.4479	8.8989	5.7522	23.1594	17.0435	22.0569	20.907	22.3727	22.0173	22.1739	24.4577	7.5897	10.4871	11.7392	9.0064	43.4449	46.8901	42.558	36.889	36.3943	23.8901	34.294	29.5789	0.4828	0.5214	1.2682	0.3316	0.8924	0.5074	0.3239	0.8536	8.3192	14.5292	12.4941	12.0039	10.9606	9.3279	8.8562	9.1052	66.1133	99.1813	73.155	84.6394	20.8074	13.6539	1.8608	2.3783	1.7621	1.019	2.9551	5.1757	4.1517	3.1509	19.5322	13.8219	16.5366	14.9217	4.6705	2.1614	14.4068	12.021	13.753	14.5209	14.8401	11.5709	2.8168	3.0348
ENSMUSG00000000263	Glra1	protein_coding	0	0	0	0	1.8582	0.596	0.9206	0.2322	1.0095	0.5994	0.3158	0	0	0.0874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0858	0	0	0	0	0	0	0	0	0
ENSMUSG00000000266	Mid2	protein_coding	8.373	9.0483	11.7166	9.5773	8.0931	7.6692	6.3094	6.0413	6.413	8.4186	9.317	7.4117	16.8096	12.6693	13.7942	17.5811	5.7516	6.7823	5.493	6.4059	6.3456	7.3677	5.6648	5.7259	0.92	1.4146	1.1832	1.6778	1.4597	1.2299	1.3284	1.2113	9.7882	10.8862	12.2504	12.4864	14.7506	18.9077	13.8114	17.8529	3.5249	1.8273	3.8404	3.1396	8.649	6.8036	6.4387	6.0242	6.2684	4.9853	2.7324	2.9653	3.2125	1.71	9.9925	12.5071	11.1435	9.8337	1.2645	1.331	1.8248	1.9675	1.9538	1.4731	8.1931	7.0842	1.8061	2.6804
ENSMUSG00000000275	Trim25	protein_coding	42.0872	48.7335	41.9975	41.3531	1.1714	1.1168	0.861	1.1925	1.1238	1.1573	1.1263	0.8811	13.6725	19.3633	17.4281	15.9948	6.8902	6.254	6.8445	7.5639	14.4364	13.1829	16.0289	16.9916	17.3974	16.5863	16.593	16.7864	14.8052	16.5561	15.1252	15.6807	21.0593	21.0684	20.6856	21.7755	18.3361	15.6891	15.3188	15.4115	4.4642	2.6387	4.3776	3.9744	16.6779	14.7077	24.1574	20.2754	31.6344	28.808	27.1259	28.0393	28.6171	25.6355	16.9672	13.4965	20.7278	15.4855	2.8232	3.6855	23.2742	21.9949	21.2384	21.251	35.6055	15.8272	4.109	5.667
ENSMUSG00000000276	Dgke	protein_coding	3.9943	4.2266	6.7008	6.2148	16.3086	18.1547	16.4386	19.4776	17.4135	15.3963	15.483	17.0313	3.9224	2.2985	2.7426	2.8832	3.5169	3.8896	4.4151	3.8228	1.1167	1.3839	1.6578	1.3904	0.6559	0.3896	0.8057	0.5264	0.4586	0.4905	0.5427	0.3772	1.5601	2.0496	1.9515	2.1313	5.1856	5.5564	4.7655	5.7928	1.8778	1.544	2.6186	1.9263	5.3798	6.1929	1.1489	1.189	0.7451	0.5062	4.7953	5.8594	4.7787	3.8579	1.7218	1.8378	2.0605	1.6948	5.3902	6.4681	68.045	64.4122	59.3998	64.4075	2.5821	4.557	0.4829	1.1813
ENSMUSG00000000278	Scpep1	protein_coding	70.8251	72.8323	45.598	56.3303	7.2855	6.2387	6.3869	5.8045	6.6907	5.5122	6.0509	4.9948	55.3861	24.673	30.4508	48.4971	7.6519	5.3119	11.3154	15.7289	76.2018	59.3404	77.2963	71.1632	15.1013	14.7211	14.0415	13.6834	10.4013	14.1919	9.7617	14.2318	14.6543	18.4649	15.2296	19.0378	23.654	22.062	15.4455	20.179	14.4086	4.5972	9.5693	8.0864	94.5328	96.5236	22.1605	21.3583	15.1107	12.2095	32.024	30.183	31.7383	24.3937	12.591	13.5064	8.2958	10.2769	16.9808	19.5233	7.2344	4.7848	8.1626	5.9644	44.1992	39.1919	23.8818	14.4151
ENSMUSG00000000282	Mnt	protein_coding	6.4831	7.2088	5.8346	6.2635	6.8594	6.4896	6.4531	6.6921	6.6276	7.0707	6.5214	6.1348	5.74	4.7067	3.7165	4.1018	1.9064	1.9373	2.2226	2.6604	4.0354	4.5536	3.3487	3.36	0.9624	1.1337	1.4936	1.1129	1.4794	1.4647	1.1666	1.2246	2.3205	4.5596	3.4287	4.6544	7.0082	7.1405	4.1059	3.9968	2.1061	2.006	1.5672	1.7801	9.0518	9.738	3.4656	3.9321	3.5424	3.0493	9.5118	9.0912	7.8178	7.6448	2.3902	3.1702	2.6836	3.4559	20.9628	16.2795	7.5672	9.7893	8.695	9.3757	7.0767	8.3608	2.4704	2.1631
ENSMUSG00000000290	Itgb2	protein_coding	6.543	6.2527	5.2066	8.1413	1.3195	1.3103	1.1486	1.924	1.894	2.0346	1.7335	1.0007	3.3447	2.9264	2.822	5.4036	2.2491	2.3123	2.9593	5.8172	2.3674	1.0474	1.5811	1.8657	2.7706	2.7015	2.6688	2.8488	2.1486	2.1313	1.7869	2.2063	4.0907	2.7854	2.1978	3.5992	42.649	24.3008	32.7931	37.044	4.7217	0.5995	2.705	2.3472	6.8994	5.2649	5.8132	6.1758	4.8195	4.5397	118.954	117.003	114.422	81.3436	3.3648	2.1411	1.4363	2.0005	0.9966	0.923	99.0685	79.0917	97.8009	93.4206	9.2649	8.4754	0.7503	1.7463
ENSMUSG00000000295	Hddc2	protein_coding	19.3963	20.5992	21.7184	22.1175	10.5443	7.363	10.9214	10.1487	11.4176	8.7229	11.7089	11.3324	10.5078	11.7295	12.4465	10.726	1.686	3.1985	3.7652	2.9392	5.9796	10.5968	5.878	6.3281	1.784	1.4313	1.0238	1.2245	0.4519	0.7321	1.2969	0.889	10.1974	12.1159	11.8185	12.9197	8.2014	7.7205	8.8086	7.6905	9.6892	6.4769	11.4134	7.9633	63.4064	37.0356	6.5684	7.251	5.3106	5.1549	13.112	12.6482	9.6996	11.0406	11.5196	11.5074	10.2754	9.2815	5.7662	7.6008	14.5929	16.5733	15.3869	15.0659	45.427	55.4634	20.8627	13.8767
ENSMUSG00000000296	Tpd52l1	protein_coding	21.403	17.6115	24.4842	21.1333	12.5534	12.8553	12.1872	12.8995	19.2926	17.9448	15.63	15.9875	3.0206	5.7654	4.2067	5.744	2.3655	3.8264	2.4887	2.4806	6.3829	6.7055	6.9659	7.298	2.8315	5.5214	4.1009	6.4569	3.851	3.5827	3.4655	5.1606	5.6212	3.7054	2.0716	2.8177	0.8278	0.4952	1.0692	0.9341	14.8306	12.4624	8.6232	9.2533	37.0975	25.1686	1.1957	1.9961	1.0609	1.2288	0.104	0.2949	0.1977	0.3048	5.6223	6.0115	7.2811	6.621	14.4157	18.551	0.9601	0.8731	1.1553	0.575	21.3162	19.6524	45.5421	44.0569
ENSMUSG00000000301	Pemt	protein_coding	5.1872	30.7564	8.5649	5.2267	6.7538	3.1795	4.3828	4.4029	2.0314	1.4917	1.9692	3.1131	3.1165	2.7006	2.4607	3.245	0.5854	1.0158	1.5102	0.5718	2.101	1.6936	5.8941	1.3607	298.528	286.91	326.104	288.646	229.027	261.578	238.279	281.469	5.4775	6.2895	3.8135	2.5153	0.8071	1.4857	3.0558	2.2887	2.3701	3.9754	2.2385	3.4725	12.6012	8.7939	1.6304	3.5638	2.2517	0.9678	1.8215	1.2652	1.0894	1.5672	3.5623	2.2809	2.5704	3.275	15.6411	20.3678	3.5279	2.9929	2.8739	1.7201	14.1423	9.4463	1.0464	2.286
ENSMUSG00000000303	Cdh1	protein_coding	0.7202	0.8838	1.1674	0.2629	1.4873	0.8596	0.6286	0.9871	0.9213	1.0027	0.8614	0.7196	76.7985	117.051	89.6323	84.6262	0.5503	0.3585	0.8759	0.3787	28.2812	30.7828	28.7252	27.4105	8.6984	6.2557	8.5833	6.8254	8.5723	10.9001	7.0615	12.8279	127.392	234.31	233.379	220.715	68.9401	78.0231	60.4752	62.2693	3.6365	1.6734	9.7158	0.7873	29.8633	12.968	146.497	122.97	146.61	125.701	0.7951	0.8828	0.4537	1.1235	133.641	109.924	148.4	120.614	0.5894	0.4238	9.5721	8.5682	10.1025	8.6739	110.205	56.2778	21.3114	27.7494
ENSMUSG00000000305	Cdh4	protein_coding	2.0215	1.9731	1.6257	1.5549	2.5812	2.6413	2.1178	3.1001	3.932	5.629	5.1962	4.2167	1.0211	0.4376	0.7783	0.6129	0.1952	0.1969	0.3106	0.1098	0.7121	0.954	0.2045	0.4069	0.3321	0.1927	0.2305	0.0531	0.0538	0.0769	0.077	0.1825	0.0606	0.2195	0.0905	0.0171	0.4899	0.5799	0.5668	0.5463	1.2804	2.0967	2.9604	2.5732	1.4042	0.5239	0.438	0.0476	0.0175	0.0346	0.9218	0.8071	0.5525	1.204	0.9942	0.0627	0.2652	0.0983	0.0697	0.3484	2.8499	2.0137	2.4798	2.5242	0.5163	1.6195	0.109	0.3134
ENSMUSG00000000308	Ckmt1	protein_coding	3.7946	3.1859	8.2335	4.5097	121.073	123.039	107.66	109.899	122.506	92.8878	88.9346	106.708	216.19	302.614	260.589	214.11	0.0786	2.1102	3.4956	2.4242	33.7688	28.2212	29.4148	35.3643	0.0831	1.2319	0.5568	0.5056	0.6819	0.648	0.4876	0.7377	434.412	1445.68	1736.02	1774.86	10.2602	9.3034	16.2912	13.2254	8.0823	11.1883	72.3185	3.8396	11.2507	2.4666	796.792	925.496	1190.85	1451.18	1.3887	1.3444	0.7083	3.8996	467.58	317.606	446.065	342.391	0.7626	1.2161	5.209	4.4748	6.4019	4.6926	202.701	15.2747	1.9951	1.6338
ENSMUSG00000000317	Bcl6b	protein_coding	5.1349	3.8215	8.117	11.9915	0.7103	0.4278	0.8479	0.4575	0.2437	0.5482	0.4375	0.8451	0.9782	0.9708	0.591	1.0438	9.1333	10.8995	8.0949	9.5302	2.8564	3.2025	4.178	5.1725	0.5931	0.7284	0.4784	0.3616	0.4775	0.7651	0.3328	0.3462	0.4745	0.5657	0.5991	0.5679	5.3674	8.2615	4.332	6.0016	1.405	2.1832	2.0804	4.1073	2.9567	4.9986	0.5143	0.9174	0.3393	0.8022	2.3353	3.262	3.0433	1.9046	1.1364	0.5257	0.5036	0.6981	0.9746	1.9106	0.1895	0.1303	0.2563	0.1691	2.1282	5.7499	0.3984	0.6593
ENSMUSG00000000318	Clec10a	protein_coding	1.4136	1.5457	3.103	4.6571	0.8056	0.064	0.9584	0.2198	0.8788	0.7242	0.4768	0.7296	6.288	3.801	6.4784	10.1886	1.1904	2.4436	3.7069	3.5925	1.1962	0.4261	1.0076	1.4828	0	0.2487	0	0.0716	0.7051	0.6273	0.2032	0.4206	1.51	1.6934	3.0337	1.7536	2.4347	4.0707	4.3002	3.3879	14.172	2.1073	8.4662	7.8123	5.926	5.353	0.4513	0.8227	2.3133	0.5724	3.4193	5.0932	4.8512	4.8128	1.6088	1.2437	2.4806	0.5906	1.3569	0.5358	1.5553	2.9434	2.5412	1.5565	5.7405	4.6656	2.3923	2.3407
ENSMUSG00000000320	Alox12	protein_coding	0.9381	0.7922	1.1134	0.9213	0	0.2728	0.0403	0.0958	0.057	0.1478	0.2252	0.1992	13.4621	6.354	6.5652	11.6571	0.8547	1.042	1.2374	3.6235	1.4857	1.2536	1.2869	1.2814	0.1844	0.1131	0.284	0.2227	0.0746	0.162	0.1605	0.2164	0.2649	0.2973	0.2041	0.2427	1.6698	3.0628	2.377	3.248	0.7114	0.7669	0.4298	0.7705	2.625	1.8563	0.2758	0.4311	0.1863	0.2561	15.1423	19.4778	21.6935	14.0415	1.6023	1.5614	0.6582	1.1464	3.0009	2.5411	0.0844	0.174	0.3668	0.2656	2.0223	2.0479	10.3325	9.82
ENSMUSG00000000325	Arvcf	protein_coding	11.0122	13.2954	13.9058	12.2088	6.9535	7.6955	8.9314	8.7089	10.2018	6.7551	7.8415	9.7902	5.8224	5.8313	3.4327	4.4027	3.4223	5.2033	4.0856	3.5027	19.4915	14.6462	17.2217	17.4301	4.3521	3.3153	4.3149	2.7282	2.5316	3.1331	2.4115	3.2164	2.18	2.9874	2.2655	2.4554	8.3582	12.1781	7.2874	8.9813	5.077	3.7842	2.892	3.1339	7.3258	5.4063	2.2105	2.213	1.4697	1.4479	16.8449	15.9419	13.4657	8.8578	2.1414	2.1822	2.2206	2.6218	2.8181	2.9371	8.6745	11.1705	7.8057	8.8824	1.0725	3.6835	3.8326	4.1725
ENSMUSG00000000326	Comt	protein_coding	106.735	134.694	108.495	121.78	48.7644	41.5139	46.0436	38.1283	45.565	47.3098	46.6074	45.0388	44.0379	34.7437	38.7852	45.0367	59.2382	61.5276	57.5295	51.7512	154.864	125.762	171.193	207.533	257.904	316.202	308.047	325.746	811.662	617.237	845.339	652.922	38.0248	55.0425	46.8545	53.8967	54.0457	54.2325	51.8964	58.5987	40.0917	26.4389	30.3043	32.7386	52.7328	43.6072	62.0073	64.3465	55.6138	65.5706	38.4384	43.5051	41.8415	59.8134	37.6409	31.7623	43.8991	35.8888	8.5485	8.8661	28.385	28.3694	27.1825	29.2048	47.1304	53.0214	72.7604	63.5221
ENSMUSG00000000339	Rtca	protein_coding	18.2386	14.3882	18.5834	20.7517	25.5573	21.5873	26.6082	18.4894	21.0016	22.4865	21.481	24.7851	7.268	8.5404	7.1133	8.0313	5.6226	6.4357	7.5866	9.8915	9.906	11.8239	9.9962	13.7004	5.4201	3.8985	4.321	3.2445	4.5697	3.5098	3.5095	3.9411	10.1207	10.3894	16.5426	14.5901	14.7183	15.5635	17.6181	18.3028	15.515	8.3955	12.6087	14.7728	15.4026	17.2135	15.4264	11.8754	11.4455	13.8396	14.4485	16.1333	12.3529	12.562	8.2365	8.5255	10.5331	9.5215	50.7405	48.7074	17.4311	22.5757	18.8381	23.2912	14.7026	21.886	4.3067	4.8165
ENSMUSG00000000340	Dbt	protein_coding	32.3306	35.5528	36.2377	36.5153	9.5532	7.4888	7.3607	7.6879	7.1094	8.6223	7.6738	8.0356	10.8535	22.5734	21.9652	13.812	19.3392	19.9652	17.7322	17.0605	38.0999	43.88	42.085	38.3732	29.673	35.1447	29.4285	37.5651	31.0527	36.4989	33.2008	39.773	10.849	14.1239	14.8875	14.9168	11.1437	10.6872	11.0543	10.5035	13.9937	13.8088	12.5761	12.2899	18.514	14.031	8.4858	8.4321	6.2852	6.4311	7.6248	7.241	7.0267	5.4606	32.4823	34.0376	41.5771	33.23	3.7138	4.7971	14.8593	13.8397	13.6363	12.3402	10.8383	16.6828	5.1004	10.9859
ENSMUSG00000000346	Dazap2	protein_coding	164.807	151.63	183.721	163.48	84.6549	87.5527	87.6909	81.0167	81.4201	84.6905	83.0696	87.7572	103.143	119.173	112.262	110.485	124.361	113.118	118.313	125.216	165.429	161.641	162.447	166.25	76.7062	78.2606	82.7455	72.7264	75.6893	81.6626	76.9465	78.0316	161.196	228.964	218.739	248.805	224.765	203.512	199.977	228.542	83.2047	63.5266	76.884	57.3086	152.389	142.141	217.487	207.971	211.098	212.531	277.83	266.151	264.727	240.598	132.614	114.466	138.663	117.026	97.7313	121.853	182.958	175.251	180.467	170.935	220.088	136.023	67.8176	76.9063
ENSMUSG00000000355	Mcts1	protein_coding	77.0807	69.0327	77.2503	86.0748	68.6339	66.8925	66.639	62.8266	57.7426	58.0182	54.7593	60.0806	46.1113	39.0267	40.8493	46.3641	44.0127	32.6739	37.5169	31.0517	40.4409	39.8918	42.0784	41.2794	42.36	44.842	41.1797	42.7302	41.5474	49.035	39.1177	37.3479	37.4918	49.8944	52.4808	54.0133	56.8934	46.5573	64.719	51.6911	59.5885	46.8534	66.9392	45.4548	53.3174	52.9296	35.9826	41.6091	40.3098	36.0667	66.9268	63.3139	64.1293	60.9609	32.8585	27.1412	39.2225	31.4483	7.2168	6.5965	80.5343	88.0055	74.6653	91.2555	73.5187	86.3832	37.7485	41.0983
ENSMUSG00000000359	Rem1	protein_coding	3.1996	3.0967	4.7386	4.9598	0.1213	0.2402	0	0.086	0.1075	0.256	0.0915	0.4041	3.584	3.8315	3.157	4.4403	1.7898	2.1959	2.4104	3.7407	2.7932	2.5525	3.6971	5.2614	0.0816	0.5467	0.1467	0	0.7748	0	0.1697	0.2594	2.3969	3.3678	2.0897	2.2612	2.5229	2.6026	2.8192	1.3944	1.9996	0.6	1.364	0.7352	7.7502	4.8236	0.6584	0.6422	0.7216	0.2146	5.0855	4.3921	4.5867	3.5855	2.7556	1.9552	2.1654	1.6092	0.7555	0.9283	0.4665	0.491	0.7737	0.2378	5.9315	9.057	1.7807	1.5475
ENSMUSG00000000365	Rnf17	protein_coding	0.2839	0.113	0.555	0.522	0.1134	0.2012	0.2067	0.1557	0.1066	0.3004	0.3141	0.1743	0.3212	0.2043	0.2915	0.5772	0.0831	0.0219	0.0559	0.0733	0.025	0.0614	0	0.1317	0.1014	0.0241	0.0554	0	0.1488	0.0286	0	0.0249	0	0.0522	0.3217	0.0438	0.1184	0.0632	0.0627	0.1194	0.0288	0.0299	0.0928	0.0212	0.7935	0.6128	0.0627	0.0278	0.0422	0	0.3124	0.389	0.2376	0.3409	0.1243	0.033	0.2422	0.2597	60.1561	59.7122	0.076	0.0675	0.0835	0.0904	0.4198	0.578	0.0482	0.1613
ENSMUSG00000000374	Trappc10	protein_coding	14.2018	15.6073	10.3201	11.5319	18.5878	18.9966	17.4665	19.4529	19.6121	19.2228	20.2165	18.9117	15.3678	11.995	12.1609	14.0932	7.7117	9.4241	7.8967	9.4074	10.7128	11.7911	12.4773	11.9684	5.0683	4.3066	4.2339	4.6085	4.1234	4.7985	4.1939	4.5963	13.4233	18.8165	20.3548	18.8955	11.0887	14.2785	10.185	10.0026	8.3731	8.7535	5.8822	10.0927	12.8442	13.4638	21.5982	20.6111	21.0444	20.7016	14.7546	14.5466	14.7819	19.9363	11.1857	9.4779	12.0965	10.2312	8.1865	8.0071	18.0267	16.0445	16.9143	16.0185	11.2842	13.1645	3.2661	6.1058
ENSMUSG00000000378	Ccm2	protein_coding	13.2314	11.9625	9.8599	16.3194	20.5302	24.118	18.4259	20.3663	27.2388	33.6548	33.5438	23.7596	13.98	15.7852	19.0332	13.3055	9.2223	9.4701	12.0521	10.4596	10.65	8.5957	11.7564	11.1341	10.8797	10.5946	11.3411	7.8995	11.3987	10.454	9.2285	9.2802	12.4097	12.6029	14.5378	12.6946	21.275	22.2073	18.4031	17.4507	15.0499	13.7388	13.4439	11.893	20.847	23.7929	7.7677	10.1663	8.5343	6.9202	101.213	96.5715	91.3304	69.7109	12.9492	11.8594	10.3981	11.2797	12.6296	9.0646	134.679	122.784	129.033	149.289	20.1254	26.33	18.255	17.7448
ENSMUSG00000000381	Wap	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9238	0	0.6882	0	0	0	0
ENSMUSG00000000384	Tbrg4	protein_coding	14.8762	17.1199	18.0484	16.2906	13.1954	14.4988	12.9166	12.5128	13.3169	15.3911	13.5787	12.6243	18.4129	27.0515	19.6763	20.085	19.9338	19.003	17.1485	17.7798	15.4879	16.32	17.9407	17.662	11.0481	11.5079	11.5235	13.4674	11.7985	13.8502	11.8264	15.5678	20.5245	34.5245	26.7007	28.0217	11.1145	9.219	7.5418	8.3817	22.3729	18.7031	14.7823	21.0011	21.4059	31.526	24.9005	27.3066	20.5117	19.656	28.3593	27.1395	29.087	27.0607	26.8523	22.6677	23.0501	18.9322	26.5878	26.2246	28.9218	32.6121	32.0915	32.7758	21.6004	35.0066	7.7755	11.5824
ENSMUSG00000000385	Tmprss2	protein_coding	1.019	0.7168	1.5929	0.5234	0.1029	0.0508	0.0837	0.0867	0.1377	0.0879	0	0.0825	2.2932	53.4021	33.7534	14.9679	0.0461	0.4224	0.627	0.1179	43.2879	42.1488	33.7046	34.5439	1.7794	2.0332	1.8114	2.1703	1.3276	0.8452	0.5409	1.1588	114.487	234.435	248.591	220.193	31.37	25.9577	31.655	28.1149	2.6296	2.8232	11.9697	0.5669	8.3719	3.8246	47.1627	55.1391	52.1978	45.8026	0.1699	0.161	0.0804	0.5818	74.0357	71.6251	78.6823	63.3249	0.1472	0.2336	1.1553	1.225	1.3604	1.7173	24.2755	21.8658	20.9398	21.5442
ENSMUSG00000000386	Mx1	protein_coding	0.9313	0.7422	0.7596	0.6146	0.053	0.1587	0.0449	0.3561	0.1439	0.3056	0.05	0.0878	0.5232	7.7302	4.8827	2.1018	0.3668	0.0959	0.3889	0.3834	0.2907	0.326	0.1938	0.2813	0.8699	0.9036	0.7035	0.4269	1.1032	0.603	0.5812	0.3264	3.4846	1.6522	1.1395	1.2008	2.3184	1.9145	1.8917	1.1583	0.658	0.0478	0.519	0.3192	1.0268	0.6877	1.6474	1.8976	2.7834	2.1124	8.7848	9.7097	7.755	4.7335	5.6549	2.2323	2.6415	2.6687	0.7833	0.4571	5.0479	4.5703	5.6509	4.0037	19.7464	1.5032	1.7228	0.9508
ENSMUSG00000000392	Fap	protein_coding	1.7396	1.7108	3.8021	4.8632	0.8197	1.1455	1.4916	1.1548	0.7489	1.8616	1.0218	1.5575	1.2524	1.2316	1.2875	1.4259	4.3223	4.0534	3.4667	5.3194	0.7537	0.1322	0.3471	0.8796	0.2232	0.1011	0.1183	0.1104	0	0	0	0.1333	2.2594	3.2985	2.1062	3.3899	1.7548	0.8048	1.7864	1.2524	23.6526	8.61	12.235	10.9563	4.9642	1.8873	1.1859	0.9261	0.8487	0.7359	0.625	1.0452	0.8248	0.9062	0.8128	1.8318	0.1293	0.2399	0.1257	0.0969	2.9456	1.6399	2.4608	1.5767	8.9495	3.9837	0.4456	1.3842
ENSMUSG00000000394	Gcg	protein_coding	0	0.1251	0	0	0	0	0.4062	0.1388	0	0	0	0.2132	0	13.033	9.6451	3.1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.0013	37.1361	30.3041	36.1932	0	0	0.1143	0	0.9918	0.4341	3.1585	0	0	0.3594	35.8217	37.0322	23.5351	20.4593	0	0	0.1263	0	9.6516	8.9406	4.4389	10.6488	0	0	0.6574	0.7485	0.2954	0.3676	0	0	0	0
ENSMUSG00000000399	Ndufa9	protein_coding	118.65	108.904	141.682	138.633	95.1452	81.4312	94.7249	87.2967	88.6401	88.8772	78.1172	93.2078	77.9649	110.677	111.232	90.9328	278.885	297.392	276.075	277.321	177.911	198.123	175.187	181.726	88.2266	105.56	97.9067	103.014	98.2527	101.272	101.061	104.149	100.729	132.145	130.944	136.81	59.7912	58.1907	74.6473	73.7182	213.746	237.021	207.589	248.908	66.6137	66.9046	124.259	140.376	144.97	140.153	63.1057	60.3796	60.7266	65.4708	144.068	122.149	149.571	125.949	105.602	111.723	86.2769	85.6237	76.1168	80.3913	75.3283	70.4388	36.1707	40.5978
ENSMUSG00000000402	Egfl6	protein_coding	5.9702	4.7235	1.5586	2.2543	0.7889	1.4132	0.8616	0.6852	1.4887	0.4027	0.7465	1.0801	38.2279	12.1738	17.8855	30.8362	0.2006	0.2698	0.2621	0.195	4.5587	4.5958	2.8913	2.9058	0.0481	0.0444	0	0	0.0448	0	0	0	0	0.25	0.1202	0.0409	43.9516	32.8028	36.6639	34.6264	0.9636	0.4631	0.0829	0.1487	4.8855	4.1011	0.0393	0.1074	0	0.2811	0.8455	0.8883	0.269	0.4594	1.7798	1.3578	0.0597	1.6108	0.3251	0.1902	0.1459	0.1317	0	0	13.6873	14.9469	1.3234	1.5188
ENSMUSG00000000409	Lck	protein_coding	2.2106	2.2408	2.1744	2.0593	0.6297	1.0311	0.4767	2.4087	2.1079	0.8874	1.0391	1.4098	0.6181	2.6388	1.1347	0.9958	0.394	0.5554	7.0367	1.3913	1.4656	0.4307	0.7143	1.7028	0.8854	0.7192	1.2792	0.86	0.5354	0.5954	0.4859	0.7297	4.8597	0.898	2.4356	3.2561	8.0874	7.2313	6.5931	6.7716	0.4285	0.0715	0.6772	0.5482	17.3225	26.4675	5.485	4.8416	6.5133	5.8258	87.7051	76.3418	88.0009	55.6725	0.2372	0.8141	0.3258	0.7652	4.9009	3.0267	870.694	825.563	738.438	810.99	5.9697	5.1807	0.3972	1.6661
